const_price,const_units
6879573.768558824,390.0
6879573.768558824,390.0
1703480.408568813,764.0
1703480.408568813,764.0
1703480.408568813,764.0
1703480.408568813,764.0
1703480.408568813,764.0
2000174.7470234933,863.0
2000174.7470234933,863.0
2000174.7470234933,863.0
2000174.7470234933,863.0
2000174.7470234933,863.0
4480500.5726466635,284.0
4480500.5726466635,284.0
4480500.5726466635,284.0
4480500.5726466635,284.0
4480500.5726466635,284.0
8135016.281235619,379.0
8135016.281235619,379.0
8135016.281235619,379.0
8135016.281235619,379.0
8135016.281235619,379.0
394554.04791198653,617.0
394554.04791198653,617.0
394554.04791198653,617.0
394554.04791198653,617.0
394554.04791198653,617.0
7343564.3965796195,141.0
7343564.3965796195,141.0
7343564.3965796195,141.0
7343564.3965796195,141.0
7343564.3965796195,141.0
5084723.341715352,376.0
5084723.341715352,376.0
5084723.341715352,376.0
5084723.341715352,376.0
5084723.341715352,376.0
4915128.290375662,418.0
4915128.290375662,418.0
4915128.290375662,418.0
4915128.290375662,418.0
4915128.290375662,418.0
6818867.504371584,451.0
6818867.504371584,451.0
6818867.504371584,451.0
6818867.504371584,451.0
6818867.504371584,451.0
2825719.713686162,451.0
2825719.713686162,451.0
2825719.713686162,451.0
2825719.713686162,451.0
2825719.713686162,451.0
7925616.873942648,761.0
7925616.873942648,761.0
7925616.873942648,761.0
7925616.873942648,761.0
7925616.873942648,761.0
5809327.584759753,732.0
5809327.584759753,732.0
5809327.584759753,732.0
5809327.584759753,732.0
5809327.584759753,732.0
8500108.902393194,960.0
8500108.902393194,960.0
8500108.902393194,960.0
8500108.902393194,960.0
8500108.902393194,960.0
7822973.801980448,497.0
7822973.801980448,497.0
7822973.801980448,497.0
7822973.801980448,497.0
7822973.801980448,497.0
4478411.108795616,393.0
4478411.108795616,393.0
4478411.108795616,393.0
4478411.108795616,393.0
4478411.108795616,393.0
7048112.432324182,790.0
7048112.432324182,790.0
7048112.432324182,790.0
7048112.432324182,790.0
7048112.432324182,790.0
990326.6541170581,87.0
990326.6541170581,87.0
990326.6541170581,87.0
990326.6541170581,87.0
990326.6541170581,87.0
5812233.0471801115,213.0
5812233.0471801115,213.0
5812233.0471801115,213.0
5812233.0471801115,213.0
5812233.0471801115,213.0
1343151.4805962457,322.0
1343151.4805962457,322.0
1343151.4805962457,322.0
1343151.4805962457,322.0
1343151.4805962457,322.0
4533970.971945762,434.0
4533970.971945762,434.0
4533970.971945762,434.0
4533970.971945762,434.0
4533970.971945762,434.0
1259943.210910469,447.0
1259943.210910469,447.0
1259943.210910469,447.0
1259943.210910469,447.0
1259943.210910469,447.0
7892580.006802895,299.0
7892580.006802895,299.0
7892580.006802895,299.0
7892580.006802895,299.0
7892580.006802895,299.0
8994986.547999647,38.0
8994986.547999647,38.0
8994986.547999647,38.0
8994986.547999647,38.0
8994986.547999647,38.0
7098308.7442275,637.0
7098308.7442275,637.0
7098308.7442275,637.0
7098308.7442275,637.0
7098308.7442275,637.0
4876385.658792371,650.0
4876385.658792371,650.0
4876385.658792371,650.0
4876385.658792371,650.0
4876385.658792371,650.0
2194031.1027930155,648.0
2194031.1027930155,648.0
2194031.1027930155,648.0
2194031.1027930155,648.0
2194031.1027930155,648.0
4081082.586904713,194.0
4081082.586904713,194.0
4081082.586904713,194.0
4081082.586904713,194.0
4081082.586904713,194.0
6550413.346432759,165.0
6550413.346432759,165.0
6550413.346432759,165.0
6550413.346432759,165.0
6550413.346432759,165.0
4031100.2343386617,182.0
4031100.2343386617,182.0
4031100.2343386617,182.0
4031100.2343386617,182.0
4031100.2343386617,182.0
8326960.302002841,940.0
8326960.302002841,940.0
8326960.302002841,940.0
8326960.302002841,940.0
8326960.302002841,940.0
8311427.963702549,641.0
8311427.963702549,641.0
8311427.963702549,641.0
8311427.963702549,641.0
8311427.963702549,641.0
1159466.6773492964,62.0
1159466.6773492964,62.0
1159466.6773492964,62.0
1159466.6773492964,62.0
1159466.6773492964,62.0
7749712.858806146,376.0
7749712.858806146,376.0
7749712.858806146,376.0
7749712.858806146,376.0
7749712.858806146,376.0
3100705.907218793,510.0
3100705.907218793,510.0
3100705.907218793,510.0
3100705.907218793,510.0
3100705.907218793,510.0
3765793.5356427142,274.0
3765793.5356427142,274.0
3765793.5356427142,274.0
3765793.5356427142,274.0
3765793.5356427142,274.0
3385626.191335715,483.0
3385626.191335715,483.0
3385626.191335715,483.0
3385626.191335715,483.0
3385626.191335715,483.0
8095105.791254293,728.0
8095105.791254293,728.0
8095105.791254293,728.0
8095105.791254293,728.0
8095105.791254293,728.0
1014877.913343794,857.0
1014877.913343794,857.0
1014877.913343794,857.0
1014877.913343794,857.0
1014877.913343794,857.0
914114.6243702255,942.0
914114.6243702255,942.0
914114.6243702255,942.0
914114.6243702255,942.0
914114.6243702255,942.0
4751185.701092506,850.0
4751185.701092506,850.0
4751185.701092506,850.0
4751185.701092506,850.0
4751185.701092506,850.0
6948170.801905585,820.0
6948170.801905585,820.0
6948170.801905585,820.0
6948170.801905585,820.0
6948170.801905585,820.0
1301878.4044980686,393.0
1301878.4044980686,393.0
1301878.4044980686,393.0
1301878.4044980686,393.0
1301878.4044980686,393.0
3922560.1455666437,880.0
3922560.1455666437,880.0
3922560.1455666437,880.0
3922560.1455666437,880.0
3922560.1455666437,880.0
1917835.1568699817,258.0
1917835.1568699817,258.0
1917835.1568699817,258.0
1917835.1568699817,258.0
1917835.1568699817,258.0
2626011.6956712427,303.0
2626011.6956712427,303.0
2626011.6956712427,303.0
2626011.6956712427,303.0
2626011.6956712427,303.0
874152.8154543345,629.0
874152.8154543345,629.0
874152.8154543345,629.0
874152.8154543345,629.0
874152.8154543345,629.0
6392554.662030445,587.0
6392554.662030445,587.0
6392554.662030445,587.0
6392554.662030445,587.0
6392554.662030445,587.0
2411032.5232814774,526.0
2411032.5232814774,526.0
2411032.5232814774,526.0
2411032.5232814774,526.0
2411032.5232814774,526.0
6372352.530241998,891.0
6372352.530241998,891.0
6372352.530241998,891.0
6372352.530241998,891.0
6372352.530241998,891.0
7704687.1147954,940.0
7704687.1147954,940.0
7704687.1147954,940.0
7704687.1147954,940.0
7704687.1147954,940.0
4655020.197062707,708.0
4655020.197062707,708.0
4655020.197062707,708.0
4655020.197062707,708.0
4655020.197062707,708.0
207505.0423724164,91.0
207505.0423724164,91.0
207505.0423724164,91.0
207505.0423724164,91.0
207505.0423724164,91.0
2829926.4977323893,599.0
2829926.4977323893,599.0
2829926.4977323893,599.0
2829926.4977323893,599.0
2829926.4977323893,599.0
1544266.7416699822,153.0
1544266.7416699822,153.0
1544266.7416699822,153.0
1544266.7416699822,153.0
1544266.7416699822,153.0
8317099.371130672,666.0
8317099.371130672,666.0
8317099.371130672,666.0
8317099.371130672,666.0
8317099.371130672,666.0
2976893.5204388676,202.0
2976893.5204388676,202.0
2976893.5204388676,202.0
2976893.5204388676,202.0
2976893.5204388676,202.0
8679603.805818437,199.0
8679603.805818437,199.0
8679603.805818437,199.0
8679603.805818437,199.0
8679603.805818437,199.0
9154011.689688044,84.0
9154011.689688044,84.0
9154011.689688044,84.0
9154011.689688044,84.0
9154011.689688044,84.0
533630.6079948741,923.0
533630.6079948741,923.0
533630.6079948741,923.0
533630.6079948741,923.0
533630.6079948741,923.0
7143558.328700388,118.0
7143558.328700388,118.0
7143558.328700388,118.0
7143558.328700388,118.0
7143558.328700388,118.0
9906028.732908564,233.0
9906028.732908564,233.0
9906028.732908564,233.0
9906028.732908564,233.0
9906028.732908564,233.0
8306704.528721194,514.0
8306704.528721194,514.0
8306704.528721194,514.0
8306704.528721194,514.0
8306704.528721194,514.0
950638.6697695797,667.0
950638.6697695797,667.0
950638.6697695797,667.0
950638.6697695797,667.0
950638.6697695797,667.0
7509559.648909569,237.0
7509559.648909569,237.0
7509559.648909569,237.0
7509559.648909569,237.0
7509559.648909569,237.0
6124528.987736243,370.0
6124528.987736243,370.0
6124528.987736243,370.0
6124528.987736243,370.0
6124528.987736243,370.0
985428.4872970944,969.0
985428.4872970944,969.0
985428.4872970944,969.0
985428.4872970944,969.0
985428.4872970944,969.0
643104.9974386584,524.0
643104.9974386584,524.0
643104.9974386584,524.0
643104.9974386584,524.0
643104.9974386584,524.0
1954828.6624628822,87.0
1954828.6624628822,87.0
1954828.6624628822,87.0
1954828.6624628822,87.0
1954828.6624628822,87.0
6779064.671245038,328.0
6779064.671245038,328.0
6779064.671245038,328.0
6779064.671245038,328.0
6779064.671245038,328.0
4683027.14934036,497.0
4683027.14934036,497.0
4683027.14934036,497.0
4683027.14934036,497.0
4683027.14934036,497.0
6144285.173137778,187.0
6144285.173137778,187.0
6144285.173137778,187.0
6144285.173137778,187.0
6144285.173137778,187.0
3705547.4511083355,936.0
3705547.4511083355,936.0
3705547.4511083355,936.0
3705547.4511083355,936.0
3705547.4511083355,936.0
4695981.077565762,662.0
4695981.077565762,662.0
4695981.077565762,662.0
4695981.077565762,662.0
4695981.077565762,662.0
280903.99436007196,301.0
280903.99436007196,301.0
280903.99436007196,301.0
280903.99436007196,301.0
280903.99436007196,301.0
6438838.939614752,679.0
6438838.939614752,679.0
6438838.939614752,679.0
6438838.939614752,679.0
6438838.939614752,679.0
6836748.480715478,523.0
6836748.480715478,523.0
6836748.480715478,523.0
6836748.480715478,523.0
6836748.480715478,523.0
4453331.820588216,863.0
4453331.820588216,863.0
4453331.820588216,863.0
4453331.820588216,863.0
4453331.820588216,863.0
6160680.48962895,63.0
6160680.48962895,63.0
6160680.48962895,63.0
6160680.48962895,63.0
6160680.48962895,63.0
5967038.39668174,640.0
5967038.39668174,640.0
5967038.39668174,640.0
5967038.39668174,640.0
5967038.39668174,640.0
1650154.312872396,509.0
1650154.312872396,509.0
1650154.312872396,509.0
1650154.312872396,509.0
1650154.312872396,509.0
7300537.334295395,562.0
7300537.334295395,562.0
7300537.334295395,562.0
7300537.334295395,562.0
7300537.334295395,562.0
5177219.3830169095,107.0
5177219.3830169095,107.0
5177219.3830169095,107.0
5177219.3830169095,107.0
5177219.3830169095,107.0
